id;platform;category;caption;hashtag;url;text_for_tfidf;like;views;comments;engagement_rate;is_popular;shares;saves
110;Tiktok;Belajar IT;"Check out these Top 10 Best Tech Jobs by Investopedia

Looking for an IT related Certification? Check out www.trainingcreatively.com to learn more.

#techjobs #informationtechnology #itjobsforyou #ITjobs #careergoals #careeradvice #careertips #careerdevelopment #certification #getcertified #upskill #datascientist #datascience #softwaredeveloper #informationsecurityanalyst #computersystemanalyst #webdeveloper #salesengineers #ITmanager #computerscientist #networkadministrator #systemadministrator #computersupportspecialist #fyp #fypuk #foryoupage";techjobs,informationtechnology,itjobsforyou,itjobs,careergoals,careeradvice,careertips,careerdevelopment,certification,getcertified,upskill,datascientist,datascience,softwaredeveloper,informationsecurityanalyst,computersystemanalyst,webdeveloper,salesengineers,itmanager,computerscientist,networkadministrator,systemadministrator,computersupportspecialist,fyp,fypuk,foryoupage;https://www.tiktok.com/@training.creatively/video/7217845084287421701;check out these top best tech job invest ope looking for related certification check out training creatively learn more tech job information technology job for you job career goal career advice career tips career development certification get certified skill data scientist data science software developer information security analyst computer system analyst web developer sale seng eer manager computer scientist network administrator system administrator computer support specialist for youp age tech job information technology job for you job career goal career advice career tips career development certification get certified skill data scientist data science software developer information security analyst computer system analyst web developer sale seng eer manager computer scientist network administrator system administrator computer support specialist for youp age;3110;122500;46;3.45;0;285;786
111;Tiktok;Belajar IT;"Bukan buat jahat, tapi buat ngerti sistem, deteksi celah, dan jadi garda pertama keamanan digital.
Buku hacking ini cocok buat kamu yang penasaran dunia IT, pengen jadi ethical hacker, atau sekadar ngerti cara kerja dunia siber.

#BukuHacking #EthicalHacker #BelajarIT #CyberSecurity #HackForGood #NgodingPemula #bukaulasan";bukuhacking,ethicalhacker,belajarit,cybersecurity,hackforgood,ngodingpemula,bukaulasan;https://www.tiktok.com/@bukaulasan.id/video/7529411497512947000;jahat paham sistem deteksi celah garda kea digital buku hacking cocok penasaran dunia pen gen ethical hacker paham kerja dunia sib buku hacking ethical hacker ajar cyber security hack forgo coding emu bukau lasa buku hacking ethical hacker ajar cyber security hack forgo coding emu bukau lasa;20;1647;1;2.19;0;2;13
112;Tiktok;Belajar IT;"Girls who code write the future ‍
#informationtechnology #itgirl";informationtechnology,itgirl;https://www.tiktok.com/@casa.reyna_/video/7558541705952251143;girl who code write the future information technology girl information technology girl;55000;375000;113;17.15;1;2328;6866
113;Tiktok;Belajar IT;Tips for Incoming IT student #fyp #programming #bsit #freshmen #college #incomingfreshman;fyp,programming,bsit,freshmen,college,incomingfreshman;https://www.tiktok.com/@jbvillegas935/video/7524307011446639890;tips for incoming student programming sit fresh men college incoming freshman programming sit fresh men college incoming freshman;22700;262500;247;13.13;1;1284;10242
114;Tiktok;Belajar IT;Replying to @user5096349177822 #kojond #fyp #uni #it #informationtechnology;kojond,fyp,uni,it,informationtechnology;https://www.tiktok.com/@kojond/video/7186791834079792390;reply ing user uni information technology uni information technology;5358;272100;86;2.43;0;357;818
115;Tiktok;Belajar IT;"haah senang.. senang jadi gila 
#CapCut #fyp #onthisday #fypage";capcut,fyp,onthisday,fypage;https://www.tiktok.com/@lieyenrhmn/video/7533814354739760402;senang senang gila cap cut this day page cap cut this day page;32600;286200;308;13.95;1;4770;2256
116;Tiktok;Belajar IT;"⋆౨ৎ˚⟡˖ ࣪  Follow me on ig : @girlsdecodethings

#coding #stem #womeninstem #fyp #";coding,stem,womeninstem,fyp;https://www.tiktok.com/@girls.decode.things/video/7549140041390427399;follow girl decode thing coding stem meni stem coding stem meni stem;14800;113200;406;18.26;1;1363;4104
117;Tiktok;Belajar IT;"Sukses ANBK
#belajarit 
#tetapsoliddankompak 
#semangat";belajarit,tetapsoliddankompak,semangat;https://www.tiktok.com/@fitria.kusuma.war/video/7407374664604896517;sukses ajar solid dank semangat ajar solid dank semangat;135;27200;4;0.61;0;6;20
118;Tiktok;Belajar IT;bole senang gile;;https://www.tiktok.com/@y2krizx4/video/7569878702109003028;bole senang;23500;232400;284;11.26;0;1537;844
119;Tiktok;Belajar IT;"to the man that taught me how to code from day 1 !

During my undergraduate degree in Physics with Medical Physics and Bioengineering I had a coding in MATLAB module that I didn’t understand at all  I actually used to really dislike coding - simply cause i had no idea what was going on!! 

Thanks to this man’s YouTube channel I genuinely got a 1:1 in my coding module 

.. I remember one time I was translating from Hindi to English to try complete an assignment ☠️

Fast forward to years later I thought myself to code in:

R
MATLAB
& I’m currently learning Python (gonna be the main language I use with my new job in tech)

☁️ did this channel save any1 else?

#codingtok #codinglife #coding #programming #codingtiktok";codingtok,codinglife,coding,programming,codingtiktok;https://www.tiktok.com/@thephdstudent/video/7253124789403929882;the man that taught how code from day during undergraduate degree physics with medical physics and engineering had coding mat lab module that did understand all actually used really dislike coding simply cause had idea what was going thanks this man you tube channel genuinely got coding module remember one time was trans lating from hindi lish try complete assignment fast forward year later thought myself code mat lab currently learning python gon the main language use with new job tech did this channel save any else coding tok coding life coding programming coding tik tok coding tok coding life coding programming coding tik tok;862600;5800000;1521;18.69;1;19300;200417
120;Tiktok;Belajar IT;5 free homelab projects to ramp up your IT Skills. They’re hard if you’re new, but you should do them! #homelab #joecoxtech #techtips #learn #networkengineer;homelab,joecoxtech,techtips,learn,networkengineer;https://www.tiktok.com/@joecoxtech/video/7564478201620221197;free home lab project ramp your skill they hard you new but you should them home lab joe cox tech tech tips learn network engineer home lab joe cox tech tech tips learn network engineer;43000;488800;348;15.99;1;3106;31717
121;Tiktok;Belajar IT;"App for coding
#programing #computerscience #IT #coding #InspiredAwesomeLife #foryou #fyp #fyp #new #goviral";programing,computerscience,it,coding,inspiredawesomelife,foryou,fyp,fyp,new,goviral;https://www.tiktok.com/@mr.coder05/video/7229528631683403014;for coding program ing computer science coding inspired awesome life for you new viral program ing computer science coding inspired awesome life for you new viral;227800;3100000;832;10.84;0;8144;99333
122;Tiktok;Belajar IT;How To Get Good At Programming #programming #coding #code #tech;programming,coding,code,tech;https://www.tiktok.com/@meech.s.ward/video/7323651077352525062;how get good programming programming coding code tech programming coding code tech;13600;232300;142;8.17;0;540;4694
123;Tiktok;Belajar IT;How to start learning coding for beginners;;https://www.tiktok.com/@zararzln/video/7575467702161116437;how start learning coding for beginner;10500;138300;69;11.44;1;700;4556
124;Tiktok;Belajar IT;"Belajar IT itu nggak sesulit yang kalian bayangkan! Yang penting jangan gampang nyerah.

#AnakIT #falsebelief";anakit,falsebelief;https://www.tiktok.com/@fransiskus.alvin/video/7487914643785125127;ajar sulit bayang mudah nye rah anakit false belief anakit false belief;23;462;0;6.06;0;1;4
125;Tiktok;Belajar IT;day4 belajar#gfx #bismillahfyp #belajar #gfx #fyppp;gfx,bismillahfyp,belajar,gfx,fyppp;https://www.tiktok.com/@pemula.gfx20/video/7514877485973064966;day ajar bismillah ajar bismillah ajar;135800;1100000;893;13.91;1;6145;10128
126;Tiktok;Belajar IT;"Translate into english lagi
•
Kamu cari kursus Bahasa Inggris di Bandung? Mau isi waktu untuk les di Kampung Inggris? Yuk join Kampung Inggris Bandung EPLC 

Daftarkan dirimu sekarang!
•
#Kampunginggris #kampunginggrisbandungeplc  #kampunginggrisbdg #EPLC #belajaringgris #kursusinggris #toefl #vocabulary #learnenglish #kursusinggrisbandung #lesbahasainggrisdibandung";kampunginggris,kampunginggrisbandungeplc,kampunginggrisbdg,eplc,belajaringgris,kursusinggris,toefl,vocabulary,learnenglish,kursusinggrisbandung,lesbahasainggrisdibandung;https://www.tiktok.com/@kampunginggrisbdg/video/7431893738122661121;translate into lish cari kursus bahasa inggris bandung isi les kampung inggris yuk join kampung inggris bandung daftar kampung inggris kampung inggris bandung kampung inggris ajar inggris kursus inggris toe vocabulary learn lish kursus inggris bandung les bahasa inggris dib and kampung inggris kampung inggris bandung kampung inggris ajar inggris kursus inggris toe vocabulary learn lish kursus inggris bandung les bahasa inggris dib and;56200;1700000;421;3.64;0;1147;4146
127;Tiktok;Belajar IT;"Best experience ❤️
#pare #kampunginggrispare #englishcourse #kampunginggris #kursusbahasainggris";pare,kampunginggrispare,englishcourse,kampunginggris,kursusbahasainggris;https://www.tiktok.com/@lailaffwhoo/video/7556169490220846348;best experience pare kampung inggris pare lish course kampung inggris kursus bahasa inggris pare kampung inggris pare lish course kampung inggris kursus bahasa inggris;19000;196800;450;11.06;0;752;1558
128;Tiktok;Belajar IT;Mulai aja dulu ga sie #remotework #belajarbahasainggris #learnenglish #selfimprovement #englislearner;remotework,belajarbahasainggris,learnenglish,selfimprovement,englislearner;https://www.tiktok.com/@fifi.does.english/video/7582268075710500103;aja ulu sie remote work ajar bahasa inggris learn lish self improvement lisle arn remote work ajar bahasa inggris learn lish self improvement lisle arn;5419;54800;191;16.24;1;1034;2253
129;Tiktok;Belajar IT;Yuk langsung belajar via @Gamelab Indonesia buat dapetin info belajar IT yang jelas dan sesuai standar industri saat ini.;;https://www.tiktok.com/@lukananakit/video/7124961957442080027;yuk langsung ajar via game lab indonesia dap tin info ajar sesuai standar industri;666;10800;9;9.29;0;8;320
130;Tiktok;Belajar IT;Nama website di akhir video ya! #belajarcoding #progamer #belajarit #belajardarirumah #coding #fyp;belajarcoding,progamer,belajarit,belajardarirumah,coding,fyp;https://www.tiktok.com/@course_net/video/6991379464341015810;nama web site video belajarcoding prog ame ajar ajar rumah coding belajarcoding prog ame ajar ajar rumah coding;839;8943;5;12.49;1;37;236
131;Tiktok;Belajar IT;"Pendaftaran Santri Baru Pondok IT ‍

Untuk kamu yang mau belajar skill IT sekaligus belajar agama, GRATIS, dengan lingkungan yang Islami.

Selamat kamu menemukan tempat yang tepat! 
Pondok IT Indonesia jadi solusinya. 

Untuk pendaftaran santri baru bisa langsung klik link berikut
www.pondokit.com

Kalau kamu penasaran dan ingin tau tentang info Pondok IT lebih lengkap,
silakan hubungi  wa.me/6289528002800

Tunggu apa lagi? Yuk segera daftar! Kuota terbatas ‼️

#pendidikangratis #belajarquran #belajarit #pondok #pondokit #jagoquranjagoit #lingkunganpositif";pendidikangratis,belajarquran,belajarit,pondok,pondokit,jagoquranjagoit,lingkunganpositif;https://www.tiktok.com/@pondokitofficial/video/7508310328782916869;penda tara santri pondok ajar skill ajar agama gratis lingkung islami selamat men emu pondok indonesia solusi penda tara santri langsung klik link berik pondok penasaran info pondok lengkap sila hubung tunggu yuk daftar kuota ter batas pend ikan gratis ajar quran ajar pondok pondok jago quran jago lingkung positif pend ikan gratis ajar quran ajar pondok pondok jago quran jago lingkung positif;34500;1100000;2009;4.87;0;9350;7760
132;Tiktok;Belajar IT;"Halo Haltevers! masih bingung mulai belajar IT dari mana?
Santai semua orang juga pernah mulai dari nol 

Roadmap ini bisa kamu ikuti buat masuk dunia IT dari basic sampai siap kerja:

 Mulai dari dasar komputer & internet
 Latih pola pikir problem-solving
 Pelajari bahasa pemrograman untuk pemula seperti Python dan Java Script
 Tentukan jalur karier: Web, Data, Cyber, AI dan masih banyak jalur lainnya
 Bangun project & portofolio nyata

Belajar IT bukan soal cepat-cepat jago tapi punya pondasi yang kuat dengan belajar step-by-step ✨

Mau belajar dengan panduan terarah, kelas interaktif, dan dukungan mentor profesional? Yuk Belajar bareng Haltev, kamu akan dibimbing mulai dari nol sampai siap kerja 

Ingin daftar kelas? klik link yang ada di bio yaa 

#haltev #opportunityinyourhand #RoadmapBelajarIT #DigitalSkills #BelajarCoding";haltev,opportunityinyourhand,roadmapbelajarit,digitalskills,belajarcoding;https://www.tiktok.com/@haltevid/video/7569950981715234066;halo halte ers bingung ajar santai orang nol road map masuk dunia basic kerja dasar komputer intern latih pola pikir problem sol ing pel ajar bahasa rog rama emu python java script jalur karier web data cyber jalur bangun project portofolio nyata ajar cepat cepat jago pond asi kuat ajar step step ajar pandu tera rah kelas interaktif dukung mentor profesional yuk ajar bareng halte dib bing nol kerja daftar kelas klik link halte opportunity your hand road map ajar digital skill belajarcoding halte opportunity your hand road map ajar digital skill belajarcoding;824;11200;0;7.45;0;0;10
133;Tiktok;Belajar IT;"Replying to @Newbie.tech.id Gue udah siapin roadmap dan course nya GRATIS, tinggal cek link di bio gua 

#programmer #web3 #blockchain #belajarngoding #softwaredeveloper #anakit #anaksmk #edukasi";programmer,web3,blockchain,belajarngoding,softwaredeveloper,anakit,anaksmk,edukasi;https://www.tiktok.com/@zexoverz/video/7459593771265641745;reply ing new tech road map course gratis tinggal cek link gua programmer web block chain ajar coding software developer anakit anak edukasi programmer web block chain ajar coding software developer anakit anak edukasi;2441;33600;58;12.34;1;173;1474
134;Tiktok;Belajar IT;Minflo paling suka web yg terakhir sih  #belajarkoding #lukananakit #anakit;belajarkoding,lukananakit,anakit;https://www.tiktok.com/@lukananakit/video/6929099832187424002;min suka web terak sih ajar kodi luka nana kit anakit ajar kodi luka nana kit anakit;2005;19300;13;14.58;1;64;732
135;Tiktok;Belajar IT;"2 Cara buat lu mulai belajar IT

#codingtips #programmingtips #programmingindonesia #tipscoding #mabait";codingtips,programmingtips,programmingindonesia,tipscoding,mabait;https://www.tiktok.com/@edbertjuka/video/7542908378838748423;ajar coding tips programming tips programming indonesia tips coding bait coding tips programming tips programming indonesia tips coding bait;369;5228;3;11.38;1;50;173
136;Tiktok;Belajar IT;"Buat kamu yang mau belajar IT tapi blm tau dari manaa? Tonton vidio ini yaaa!! 

#i #IT #fyp #fyp #fypシ #fypシ #fypシ゚viral #fypage #fypdongggggggg #fyppppppppppppppppppppppp #fypp #fypdong #fypgakni #fypsounds #viral #viralvideo #viraltiktok #virall #viral_video #viralvideos #viralditiktok #viraliza #virale #viralllllll #fypcuyyyyyyyyyyyyyyyy #fypcukkkkkkk #internet #internacional #international";i,it,fyp,fyp,fypシ,fypシ,fypシ゚viral,fypage,fypdongggggggg,fyppppppppppppppppppppppp,fypp,fypdong,fypgakni,fypsounds,viral,viralvideo,viraltiktok,virall,viral_video,viralvideos,viralditiktok,viraliza,virale,viralllllll,fypcuyyyyyyyyyyyyyyyy,fypcukkkkkkk,internet,internacional,international;https://www.tiktok.com/@trainocate.id/video/7237472978030628102;ajar tonton viral page sound viral viral video viral tik tok viral viral video viral video viral dit tok viral viral viral cuk intern intern aci ona international viral page sound viral viral video viral tik tok viral viral video viral video viral dit tok viral viral viral cuk intern intern aci ona international;58;2752;7;3.49;0;24;7
137;Tiktok;Belajar IT;"Cocok Untuk Pemula Yang Ingin Belajar Merakit PC Secara Virtual | Cisco IT Essential Dekstop 

#cisconetworking #ciscosystems #jaringankomputer #rakitpc #tkj #smkbisa #4u #lewatberanda #fyppppppppppppppppppppppp";cisconetworking,ciscosystems,jaringankomputer,rakitpc,tkj,smkbisa,4u,lewatberanda,fyppppppppppppppppppppppp;https://www.tiktok.com/@mas.ozann/video/7545472242126163208;cocok emu ajar merak sec ara virtual cisco essential dek stop cisco network ing cisco system jaring komputer rakit beranda cisco network ing cisco system jaring komputer rakit beranda;506;14200;24;5.65;0;63;210
138;Tiktok;Belajar IT;"Belajar Laravel makin gampang!
Source code Laravel Cocok buat kamu yang lagi belajar Laravel 
Pas banget untuk mahasiswa IT & web developer 

 Cek link di bio sekarang!

#laravel #sourcecode #belajarngoding #mahasiswaIT #webdeveloper";laravel,sourcecode,belajarngoding,mahasiswait,webdeveloper;https://www.tiktok.com/@techgeekuniverseid/video/7555423180270210311;ajar laravel mudah source code laravel cocok ajar laravel pas banget mahasiswa web developer cek link laravel source code ajar coding mahasiswait web developer laravel source code ajar coding mahasiswait web developer;101;2821;4;4.93;0;6;28
139;Tiktok;Belajar IT;Susah2 belajar it nanti jdi apa ya? #fyp #it t#programmer #gajiprogrammer #spillgaji #developer #mahasiswa;fyp,it,programmer,gajiprogrammer,spillgaji,developer,mahasiswa;https://www.tiktok.com/@dibimbing.id/video/7175880422650285339;susah ajar programmer gaji programmer spill gaji developer mahasiswa programmer gaji programmer spill gaji developer mahasiswa;77;3439;0;3.14;0;17;14
140;Tiktok;Belajar IT;"8 tahun jadi IT Business Analyst bikin gue sadar satu hal, project sukses selalu dimulai dari requirement gathering yang solid.
Di video ini gue jelasin dengan bahasa sederhana biar kalian yang baru mulai karier di dunia BA bisa langsung paham dan praktik. 

#ITBusinessAnalyst #RequirementGathering #BusinessAnalysis #BAIndonesia #BelajarIT";itbusinessanalyst,requirementgathering,businessanalysis,baindonesia,belajarit;https://www.tiktok.com/@irvanrobs/video/7559065727521541388;business analyst sadar project sukses dim ula requirement gathering solid video bahasa sederhana biar karier dunia langsung paham praktik business analyst requirement gathering business analysis bain done sia ajar business analyst requirement gathering business analysis bain done sia ajar;62;1311;11;7.48;0;2;23
141;Tiktok;Belajar IT;"Jangan buang waktu belajar coding sendiri, mending ikut kelas Website Developer Phincon Academy dan siap-siap jadi developer profesional!

#BelajarIT #coding #ITBootcamp #PhinconAcademy";belajarit,coding,itbootcamp,phinconacademy;https://www.tiktok.com/@phinconacademy/video/7502384922557041938;buang ajar coding mending kelas web site developer phi con academy developer profesional ajar coding bootcamp phi con academy ajar coding bootcamp phi con academy;43;1028;0;5.64;0;4;11
142;Tiktok;Belajar IT;Reply to @user067545638 Website belajar IT! #belajarcoding #coding #softwareengineer #jagoit;belajarcoding,coding,softwareengineer,jagoit;https://www.tiktok.com/@beautifulcode_/video/7042699888315927834;reply user web site ajar belajarcoding coding software engineer jago belajarcoding coding software engineer jago;568;5600;9;13.93;1;16;187
143;Tiktok;Belajar IT;"Halo guys. Ini akun untuk belajar IT untuk para pemula. Bagi yang masih SMA, baru masuk kuliah ataupun career switcher, mau belajar IT? Follow aja akun ini

#fyp #viral #it #belajarit #belajarprogramming #kerjait #kerjaitjepang #kerjadijepang #kerjakejepang";fyp,viral,it,belajarit,belajarprogramming,kerjait,kerjaitjepang,kerjadijepang,kerjakejepang;https://www.tiktok.com/@pemula.it/video/7415046069496597768;halo guy akun ajar emu sma masuk kuliah career switcher ajar follow aja akun viral ajar ajar programming kerja kerja jepa kerja jepa kerja jepa viral ajar ajar programming kerja kerja jepa kerja jepa kerja jepa;5;103;4;8.74;0;0;0
144;Tiktok;Belajar IT;"Pengen ngerasain jadi IT Specialist sebelum terjun ke dunia kerja? 
Sekarang kamu bisa belajar dan simulasi kerja IT lewat game, mulai dari diagnosa jaringan, manage server, sampai perbaikan device.

Belajar IT nggak harus ribet, bisa dimulai dari hal seru 
Kalau mau serius upgrade skill, pelajari ilmunya bareng mentor profesional di Nobel Akademi.

 Siap jadi IT Specialist masa depan?
 Belajar sekarang di Nobel Akademi

#NobelAkademi #BelajarIT #ITSpecialist #TechCareer #DigitalSkill";nobelakademi,belajarit,itspecialist,techcareer,digitalskill;https://www.tiktok.com/@nobelakademi.id/video/7589266950803524884;pen gen gera sain specialist sebel terjun dunia kerja ajar simulasi kerja game jaring manage server device ajar ribe dim ula seru serius upgrade skill pel ajar ilmu bareng mentor profesional nob akademi specialist ajar nob akademi nob elak adem ajar its peci alist tech career digital skill nob elak adem ajar its peci alist tech career digital skill;35;706;0;5.95;0;0;7
145;Tiktok;Belajar IT;Buat yang susah belajar ngoding otodidak, ada program gratis dari DICODING nih namanya DICODING FOR UNIVERSITY. dicoding.com/bangun-negeri/university Pendaftaran sampai 18 AGUSTUS 2023 #anakit #programmer #programming #informatika;anakit,programmer,programming,informatika;https://www.tiktok.com/@orang.it.kan/video/7263059232658967814;susah ajar coding otodidak program gratis coding nih nama coding for university coding bangun negeri university penda tara agustus anakit programmer programming informatika anakit programmer programming informatika;688;10700;15;8.38;0;26;168
146;Tiktok;Belajar IT;"Gak punya background IT? Bukan alasan. OTODIDAK Belajar Pemrograman ngajarin kamu mulai dari nol sampai paham logika coding dengan cara simpel, praktis, dan relevan. Wajib punya! 

#BelajarCoding #OtodidakCoding #Pemrograman #BelajarDariNol #BukuIT #BookTokID #RekomendasiBuku #Ngoding #FYPBuku #MahasiswaIndonesia #BelajarAsik #LiterasiDigital #FYP #BukuWajib #BookTokIndonesia #BookTok #LiterasiIndonesia #FYPBuku #KontenBuku #BukuReferensi #TikTokEdukasi #MustHave #BacaBuku #RekomendasiBuku #BookTokID #BukuWajibBaca";belajarcoding,otodidakcoding,pemrograman,belajardarinol,bukuit,booktokid,rekomendasibuku,ngoding,fypbuku,mahasiswaindonesia,belajarasik,literasidigital,fyp,bukuwajib,booktokindonesia,booktok,literasiindonesia,fypbuku,kontenbuku,bukureferensi,tiktokedukasi,musthave,bacabuku,rekomendasibuku,booktokid,bukuwajibbaca;https://www.tiktok.com/@kurnia.store.jogj/video/7588079305830173973;background alas otodidak ajar rog rama gaj ari nol paham logika coding simpel praktis relevan wajib belajarcoding otodidak coding rog rama ajar nol buku book tok rekomendasi buku coding buku mahasiswa indonesia ajar asi liter asid gita buku wajib book tok indonesia book tok liter asi indonesia buku konten buku bukur tik toke duka must have baca buku rekomendasi buku book tok buku wajib baca belajarcoding otodidak coding rog rama ajar nol buku book tok rekomendasi buku coding buku mahasiswa indonesia ajar asi liter asid gita buku wajib book tok indonesia book tok liter asi indonesia buku konten buku bukur tik toke duka must have baca buku rekomendasi buku book tok buku wajib baca;8;259;0;3.09;0;0;0
147;Tiktok;Belajar IT;Replying to @Mr Cikko saya sarankan belajar dekat website #programming #it #malaysia #careeradvice #coding #computerscience;programming,it,malaysia,careeradvice,coding,computerscience;https://www.tiktok.com/@programmingmy/video/7286115566224444679;reply ing cik saran ajar web site programming mala sia career advice coding computer science programming mala sia career advice coding computer science;1560;29100;11;10.88;0;123;1471
148;Tiktok;Belajar IT;"Belajar lebih tersusun di  roadmap.sh
#belajarit #gratis #programming";belajarit,gratis,programming;https://www.tiktok.com/@mandala6363/video/7575155011605237012;ajar ter susun road map ajar gratis programming ajar gratis programming;50;618;15;14.72;1;14;12
149;Tiktok;Belajar IT;These are the 3 labs every beginner should learn! #cybersecurity #careeradvice #jobhunt #it #lab;cybersecurity,careeradvice,jobhunt,it,lab;https://www.tiktok.com/@joshmadakor/video/7582791627928866061;these are the lab every beginner should learn cyber security career advice job hunt lab cyber security career advice job hunt lab;2011;25500;30;15.27;1;227;1625
150;Tiktok;Belajar IT;"Tips belajar pemrograman versi gua

#it #tipsprogrammer #informatika #programmer #fypシ゚viral #trending #belajarngoding #bahasapemrograman #storyprogrammer #coding #seputarngoding #trend #samotuhondruru #viralid";it,tipsprogrammer,informatika,programmer,fypシ゚viral,trending,belajarngoding,bahasapemrograman,storyprogrammer,coding,seputarngoding,trend,samotuhondruru,viralid;https://www.tiktok.com/@samotuho.ndruru/video/7272258532806757638;tips ajar rog rama versi gua tips programmer informatika programmer viral trendi ajar coding bahasa rog rama story programmer coding seput arn god ing trend sam ruru viral tips programmer informatika programmer viral trendi ajar coding bahasa rog rama story programmer coding seput arn god ing trend sam ruru viral;150;2979;5;6.31;0;1;32
151;Tiktok;Belajar IT;belajar IT #phyton #py #programming #it #heacker #ia #AI #chat;phyton,py,programming,it,heacker,ia,ai,chat;https://www.tiktok.com/@kevin.all.role/video/7379767086714785029;ajar phyton programming acker chat phyton programming acker chat;32;660;0;5.15;0;0;2
152;Tiktok;Belajar IT;Replying to @Rafii.  #fypage #programming #programmerindonesia #anakit;fypage,programming,programmerindonesia,anakit;https://www.tiktok.com/@taroleague/video/7247149667966799110;reply ing rafi page programming programmer indonesia anakit page programming programmer indonesia anakit;948;10700;17;12.33;1;22;332
153;Tiktok;Belajar IT;"kamu HARUS pelajari ini…

#git #fullstackdeveloper #itboy #upwork #codewithme";git,fullstackdeveloper,itboy,upwork,codewithme;https://www.tiktok.com/@hilmirf/video/7584775115221503240;pel ajar git fullstack developer boy upwork code with git fullstack developer boy upwork code with;75;1377;4;7.63;0;2;24
154;Tiktok;Belajar IT;"Introducing: IT Essentials Series.
Tempat buat kita belajar hal-hal IT secara pelan-pelan tapi jelas, tanpa bikin kepala nge-lag. Karena pemahaman besar selalu dimulai dari langkah kecil. ✨

Di series ini, aku bakal bahas topik-topik IT dengan cara yang simpel, real, dan mudah dicerna biar kamu (dan aku) sama-sama ngerti tanpa harus jadi “jagoan coding” duluan.

Let’s be real: IT itu challenging.
Tapi kalau dipelajarin sedikit demi sedikit, everything starts to make sense.
So… let’s learn slowly, consistently, and confidently.  #evagrowhspace #evatechjourney #womanintech #personalbranding  #CapCut";evagrowhspace,evatechjourney,womanintech,personalbranding,capcut;https://www.tiktok.com/@eva_masdareva/video/7580219200078318855;intro cing essential series ajar sec ara pelan pelan kepala lag aha man dim ula langkah series bahas topik topik simpel real mudah dicer biar paham jago coding ulua let real chal leng ing dip ela jari everything start make sense let learn slowly consistently and confidently vag row space vat journey woman tech personal brand ing cap cut vag row space vat journey woman tech personal brand ing cap cut;29;335;6;11.04;0;1;1
155;Tiktok;Belajar IT;Continuous learning, don’t give up! ✨ Software QA Tester | IT Graduate | Coding | Programming  #qatester #qaengineer #softwareengineer #itstudent #bsit #BSIT #IT #programming #coding #java #bscs #techtok #webdev #qa #itindustry #wfh #fyp #fypシ;qatester,qaengineer,softwareengineer,itstudent,bsit,bsit,it,programming,coding,java,bscs,techtok,webdev,qa,itindustry,wfh,fyp,fypシ;https://www.tiktok.com/@blink.sooya_k/video/7256769958376410374;continuous learning don give software tester graduate coding programming ates ter gin eer software engineer its dent sit sit programming coding java tech tok web dev industry ates ter gin eer software engineer its dent sit sit programming coding java tech tok web dev industry;44100;416800;192;12.68;1;2071;6498
156;Tiktok;Belajar IT;"day 2 belajar ngoding 
makasih bang tutorial yg mudah dimengerti itu, semoga konsisten 

yt @/webdev and Agung Hapsah

#coding #it #webdev #webdevagunghapsah #sisteminformasi #ngoding #fyp #belajarngoding";coding,it,webdev,webdevagunghapsah,sisteminformasi,ngoding,fyp,belajarngoding;https://www.tiktok.com/@stobelicoklatkeju/video/7581922615426600212;day ajar coding makas bang tutorial mudah dime ger moga konsisten web dev and agung hap sah coding web dev web deva gung hap sah sistem informasi coding ajar coding coding web dev web deva gung hap sah sistem informasi coding ajar coding;80;2631;9;4.03;0;11;6
157;Tiktok;Belajar IT;#vocabulary #insight #english #education #belajaronline #belajarbahasainggris;vocabulary,insight,english,education,belajaronline,belajarbahasainggris;https://www.tiktok.com/@star.dreamedu/video/7369810988721278214;vocabulary insight lish education ajar line ajar bahasa inggris vocabulary insight lish education ajar line ajar bahasa inggris;23;1182;1;3.13;0;7;6
158;Tiktok;Belajar IT;hari hari ketemu sepuh;;https://www.tiktok.com/@henokevin/video/7309183417013243142;ketemu ahli;1400000;21200000;2921;6.96;0;3135;68924
159;Tiktok;Belajar IT;"Metode 50/30/20 adalah langkah awal yang bagus untuk orang yang baru belajar mengelola keuangan, tetapi bukan solusi satu-untuk-semua. Metode ini sebaiknya dimodifikasi agar sesuai dengan:

Penghasilan
Biaya hidup lokal
Tujuan keuangan pribadi
Beban utang saat ini
> Contoh:>>>>>>>
Jika seseorang berpenghasilan Rp3 juta/bulan, maka 50% hanya Rp1,5 juta. Itu mungkin tidak cukup untuk menutupi sewa, transportasi, dan makanan, apalagi jika tinggal di kota besar.
#ilmukeuangan #pelajaranhidup #mindset #polapikir #motivasi";ilmukeuangan,pelajaranhidup,mindset,polapikir,motivasi;https://www.tiktok.com/@mentalpebisnis01/video/7562524123444874497;metode langkah bagus orang ajar meng angan solusi metode sebai dim kasi sesuai pen hasil biaya hidup lokal tuju angan pribadi beban utang contoh orang ber pen hasil juta juta menu tup sewa transportasi makan tinggal kota ilmu angan pel ajar hidup mind set pola pikir motivasi ilmu angan pel ajar hidup mind set pola pikir motivasi;4993;143300;65;5.39;0;1306;1353
160;Tiktok;Belajar IT;#fy #fybandungkotakembang #salam;fy,fybandungkotakembang,salam;https://www.tiktok.com/@ucoksigarantang3/video/7589871193709169938;bandung kotak emban salam bandung kotak emban salam;115;757;18;19.82;1;7;10
